Line,Route,Direction,Municipality,On Street,At Street,Time Point - Description,Stop ID/Stop Num
343,343,Outbound,FLORENCE TWP,RIVER LINE LIGHT RAIL,ROEBLING,FLORENCE TWP - RIVER LINE LIGHT RAIL at ROEBLING,30859
343,343,Outbound,FLORENCE TWP,RIVER LINE LIGHT RAIL,FLORENCE,FLORENCE TWP - RIVER LINE LIGHT RAIL at FLORENCE,30860
343,343,Inbound,FLORENCE TWP,RIVER LINE LIGHT RAIL,FLORENCE,FLORENCE TWP - RIVER LINE LIGHT RAIL at FLORENCE,30860
343,343,Outbound,FLORENCE TWP,RIVER LINE LIGHT RAIL,FLORENCE,FLORENCE TWP - RIVER LINE LIGHT RAIL at FLORENCE,30860
343,343,Outbound,FLORENCE TWP,RIVER LINE LIGHT RAIL,FLORENCE,FLORENCE TWP - RIVER LINE LIGHT RAIL at FLORENCE,30860
343,343,Inbound,FLORENCE TWP,RIVER LINE LIGHT RAIL,FLORENCE,FLORENCE TWP - RIVER LINE LIGHT RAIL at FLORENCE,30860
343,343,Outbound,PALMYRA,RIVER LINE LIGHT RAIL,PALMYRA,PALMYRA - RIVER LINE LIGHT RAIL at PALMYRA,30868
343,343,Inbound,PALMYRA,RIVER LINE LIGHT RAIL,PALMYRA,PALMYRA - RIVER LINE LIGHT RAIL at PALMYRA,30868
343,343,Outbound,PALMYRA,RIVER LINE LIGHT RAIL,PALMYRA,PALMYRA - RIVER LINE LIGHT RAIL at PALMYRA,30868
343,343,Outbound,PALMYRA,RIVER LINE LIGHT RAIL,PALMYRA,PALMYRA - RIVER LINE LIGHT RAIL at PALMYRA,30868
343,343,Inbound,PALMYRA,RIVER LINE LIGHT RAIL,PALMYRA,PALMYRA - RIVER LINE LIGHT RAIL at PALMYRA,30868
343,343,Outbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,RT-73/PENNSAUKEN,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at RT-73/PENNSAUKEN,30869
343,343,Inbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,RT-73/PENNSAUKEN,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at RT-73/PENNSAUKEN,30869
343,343,Outbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,RT-73/PENNSAUKEN,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at RT-73/PENNSAUKEN,30869
343,343,Inbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,RT-73/PENNSAUKEN,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at RT-73/PENNSAUKEN,30869
343,343,Outbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,36TH STREET STATION,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at 36TH STREET STATION,30870
343,343,Inbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,36TH STREET STATION,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at 36TH STREET STATION,30870
343,343,Outbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,36TH STREET STATION,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at 36TH STREET STATION,30870
343,343,Outbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,36TH STREET STATION,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at 36TH STREET STATION,30870
343,343,Inbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,36TH STREET STATION,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at 36TH STREET STATION,30870
343,343,Outbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,PENNSAUKEN TRANSIT CENTER,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at PENNSAUKEN TRANSIT CENTER,31898
343,343,Inbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,PENNSAUKEN TRANSIT CENTER,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at PENNSAUKEN TRANSIT CENTER,31898
343,343,Outbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,PENNSAUKEN TRANSIT CENTER,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at PENNSAUKEN TRANSIT CENTER,31898
343,343,Inbound,PENNSAUKEN TWP,RIVER LINE LIGHT RAIL,PENNSAUKEN TRANSIT CENTER,PENNSAUKEN TWP - RIVER LINE LIGHT RAIL at PENNSAUKEN TRANSIT CENTER,31898
343,343,Outbound,RIVERSIDE TWP,RIVER LINE LIGHT RAIL,RIVERSIDE,RIVERSIDE TWP - RIVER LINE LIGHT RAIL at RIVERSIDE,30865
343,343,Inbound,RIVERSIDE TWP,RIVER LINE LIGHT RAIL,RIVERSIDE,RIVERSIDE TWP - RIVER LINE LIGHT RAIL at RIVERSIDE,30865
343,343,Outbound,RIVERSIDE TWP,RIVER LINE LIGHT RAIL,RIVERSIDE,RIVERSIDE TWP - RIVER LINE LIGHT RAIL at RIVERSIDE,30865
343,343,Inbound,RIVERSIDE TWP,RIVER LINE LIGHT RAIL,RIVERSIDE,RIVERSIDE TWP - RIVER LINE LIGHT RAIL at RIVERSIDE,30865
343,343,Outbound,RIVERTON,RIVER LINE LIGHT RAIL,RIVERTON,RIVERTON - RIVER LINE LIGHT RAIL at RIVERTON,30867
343,343,Inbound,RIVERTON,RIVER LINE LIGHT RAIL,RIVERTON,RIVERTON - RIVER LINE LIGHT RAIL at RIVERTON,30867
343,343,Outbound,RIVERTON,RIVER LINE LIGHT RAIL,RIVERTON,RIVERTON - RIVER LINE LIGHT RAIL at RIVERTON,30867
343,343,Outbound,TRENTON,RIVER LINE LIGHT RAIL,TRENTON TRANSIT CENTER,TRENTON - RIVER LINE LIGHT RAIL at TRENTON TRANSIT CENTER,30855
343,343,Inbound,TRENTON,RIVER LINE LIGHT RAIL,TRENTON TRANSIT CENTER,TRENTON - RIVER LINE LIGHT RAIL at TRENTON TRANSIT CENTER,30855
343,343,Outbound,TRENTON,RIVER LINE LIGHT RAIL,TRENTON TRANSIT CENTER,TRENTON - RIVER LINE LIGHT RAIL at TRENTON TRANSIT CENTER,30855
343,343,Outbound,TRENTON,RIVER LINE LIGHT RAIL,TRENTON TRANSIT CENTER,TRENTON - RIVER LINE LIGHT RAIL at TRENTON TRANSIT CENTER,30855
343,343,Inbound,TRENTON,RIVER LINE LIGHT RAIL,TRENTON TRANSIT CENTER,TRENTON - RIVER LINE LIGHT RAIL at TRENTON TRANSIT CENTER,30855
343,343,Outbound,TRENTON,RIVER LINE LIGHT RAIL,HAMILTON AVENUE,TRENTON - RIVER LINE LIGHT RAIL at HAMILTON AVENUE,30856
343,343,Inbound,TRENTON,RIVER LINE LIGHT RAIL,HAMILTON AVENUE,TRENTON - RIVER LINE LIGHT RAIL at HAMILTON AVENUE,30856
343,343,Outbound,TRENTON,RIVER LINE LIGHT RAIL,HAMILTON AVENUE,TRENTON - RIVER LINE LIGHT RAIL at HAMILTON AVENUE,30856
346,346,Outbound,PRINCETON,PRINCETON STATION TRANSIT PLAZA,RAIL STATION,PRINCETON - PRINCETON STATION TRANSIT PLAZA at RAIL STATION,32227
346,346,Inbound,PRINCETON,PRINCETON STATION TRANSIT PLAZA,RAIL STATION,PRINCETON - PRINCETON STATION TRANSIT PLAZA at RAIL STATION,32227
346,346,Outbound,WEST WINDSOR TWP,PRINCETON JUNCTION RAIL STATION,VAUGHN DRIVE ACCESS RD,WEST WINDSOR TWP - PRINCETON JUNCTION RAIL STATION at VAUGHN DRIVE ACCESS RD,22931
347,347,Inbound,BELLEVILLE TWP,FRANKLIN ST,BELMONT AVE (100' E ),BELLEVILLE TWP - FRANKLIN ST at BELMONT AVE (100' E ),17054
347,347,Outbound,BELLEVILLE TWP,FRANKLIN ST,NORTH NINTH ST,BELLEVILLE TWP - FRANKLIN ST at NORTH NINTH ST,17056
347,347,Inbound,BLOOMFIELD TWP,NLR PARK/RIDE LOT,GROVE ST STATION,BLOOMFIELD TWP - NLR PARK/RIDE LOT at GROVE ST STATION,30624
347,347,Outbound,BLOOMFIELD TWP,NLR PARK/RIDE LOT,GROVE ST STATION,BLOOMFIELD TWP - NLR PARK/RIDE LOT at GROVE ST STATION,30624
347,347,Inbound,NEWARK,RAYMOND BLVD,WASHINGTON ST,NEWARK - RAYMOND BLVD at WASHINGTON ST,18844
347,347,Outbound,NEWARK,LOCK ST,NEW ST,NEWARK - LOCK ST at NEW ST,32588
347,347,Inbound,NEWARK,BLOOMFIELD AVE,3RD ST,NEWARK - BLOOMFIELD AVE at 3RD ST,18285
347,347,Outbound,NEWARK,BLOOMFIELD AVE,3RD ST (175' E ),NEWARK - BLOOMFIELD AVE at 3RD ST (175' E ),18299
347,347,Inbound,NEWARK,BRANCH BROOK PARK SUBWAY STAT,ROPES PLACE,NEWARK - BRANCH BROOK PARK SUBWAY STAT at ROPES PLACE,18306
347,347,Outbound,NEWARK,BRANCH BROOK PARK SUBWAY STAT,ROPES PLACE,NEWARK - BRANCH BROOK PARK SUBWAY STAT at ROPES PLACE,18306
347,347,Outbound,NEWARK,NORFOLK ST,CENTRAL AVE,NEWARK - NORFOLK ST at CENTRAL AVE,18792
347,347,Outbound,NEWARK,NORFOLK ST,CENTRAL AVE,NEWARK - NORFOLK ST at CENTRAL AVE,18792
347,347,Inbound,NEWARK,ORANGE ST,1ST ST (280' W ),NEWARK - ORANGE ST at 1ST ST (280' W ),18802
347,347,Outbound,NEWARK,ORANGE ST,DURYEA ST (30' E ),NEWARK - ORANGE ST at DURYEA ST (30' E ),18814
347,347,Outbound,NEWARK,PARK AVE,1ST ST,NEWARK - PARK AVE at 1ST ST,18823
347,347,Inbound,NEWARK,RAYMOND BLVD,BROAD ST (50' E ),NEWARK - RAYMOND BLVD at BROAD ST (50' E ),18831
347,347,Inbound,NEWARK,RAYMOND BLVD,BROAD ST (50' E ),NEWARK - RAYMOND BLVD at BROAD ST (50' E ),18831
347,347,Outbound,NEWARK,PENN STATION,BUS LANES (RAYMOND BLVD SIDE),NEWARK - PENN STATION at BUS LANES (RAYMOND BLVD SIDE),18835
347,347,Outbound,NEWARK,RAYMOND BLVD,COMMERCE CT,NEWARK - RAYMOND BLVD at COMMERCE CT,18859
347,347,Outbound,NEWARK,RAYMOND BLVD,COMMERCE CT,NEWARK - RAYMOND BLVD at COMMERCE CT,18859
347,347,Outbound,NEWARK,RAYMOND BLVD,UNIVERSITY AVE,NEWARK - RAYMOND BLVD at UNIVERSITY AVE,18861
347,347,Inbound,NEWARK,RAYMOND BLVD,UNIVERSITY AVE,NEWARK - RAYMOND BLVD at UNIVERSITY AVE,18861
347,347,Outbound,NEWARK,RAYMOND BLVD,UNIVERSITY AVE,NEWARK - RAYMOND BLVD at UNIVERSITY AVE,18861
347,347,Inbound,NEWARK,NORFOLK ST,BOND ST,NEWARK - NORFOLK ST at BOND ST,30781
347,347,Inbound,NEWARK,NORFOLK ST,BOND ST,NEWARK - NORFOLK ST at BOND ST,30781
347,347,Inbound,NEWARK,LIGHT RAIL STATION TURNAROUND,ORANGE ST,NEWARK - LIGHT RAIL STATION TURNAROUND at ORANGE ST,31440
347,347,Outbound,NEWARK,LIGHT RAIL STATION TURNAROUND,ORANGE ST,NEWARK - LIGHT RAIL STATION TURNAROUND at ORANGE ST,31440
347,347,Inbound,NEWARK,RAYMOND PLAZA WEST,PENN STATION MAIN ENTRANCE,NEWARK - RAYMOND PLAZA WEST at PENN STATION MAIN ENTRANCE,31441
347,347,Outbound,NEWARK,RAYMOND PLAZA WEST,PENN STATION MAIN ENTRANCE,NEWARK - RAYMOND PLAZA WEST at PENN STATION MAIN ENTRANCE,31441
347,347,Inbound,NEWARK,PENN STATION,BUS LANES (ARRIVAL AREA),NEWARK - PENN STATION at BUS LANES (ARRIVAL AREA),31890
347,347,Inbound,NEWARK,N 6TH ST,DAVENPORT AVE,NEWARK - N 6TH ST at DAVENPORT AVE,30625
347,347,Outbound,NEWARK,N 5TH ST,DAVENPORT AVE,NEWARK - N 5TH ST at DAVENPORT AVE,30626
347,347,Inbound,NEWARK,LOCK ST,WARREN ST (130' N ),NEWARK - LOCK ST at WARREN ST (130' N ),30628
347,347,Inbound,NEWARK,LOCK ST,WARREN ST (130' N ),NEWARK - LOCK ST at WARREN ST (130' N ),30628
347,347,Inbound,NEWARK,PARK AVE,1ST ST (150' E ),NEWARK - PARK AVE at 1ST ST (150' E ),30794
348,348,Inbound,NEWARK,BROAD ST,LOMBARDY ST (190' N ),NEWARK - BROAD ST at LOMBARDY ST (190' N ),18332
348,348,Outbound,NEWARK,BROAD ST,LOMBARDY ST,NEWARK - BROAD ST at LOMBARDY ST,18340
348,348,Outbound,NEWARK,PENN STATION,BUS LANES (RAYMOND BLVD SIDE),NEWARK - PENN STATION at BUS LANES (RAYMOND BLVD SIDE),18835
348,348,Inbound,NEWARK,PENN STATION,BUS LANES (ARRIVAL AREA),NEWARK - PENN STATION at BUS LANES (ARRIVAL AREA),31890
348,348,Inbound,NEWARK,CENTER ST,NLR TRACKS,NEWARK - CENTER ST at NLR TRACKS,30629
348,348,Outbound,NEWARK,CENTER ST,NLR TRACKS,NEWARK - CENTER ST at NLR TRACKS,30630
348,348,Inbound,NEWARK,LACKAWANNA AVE,UNIVERSITY AVE,NEWARK - LACKAWANNA AVE at UNIVERSITY AVE,30631
348,348,Outbound,NEWARK,LACKAWANNA AVE,UNIVERSITY AVE,NEWARK - LACKAWANNA AVE at UNIVERSITY AVE,30631
355,355,Outbound,EAST RUTHERFORD,ARENA ROAD,AMERCIAN DREAM BUS STOP,EAST RUTHERFORD - ARENA ROAD at AMERCIAN DREAM BUS STOP,31271
355,355,Inbound,EAST RUTHERFORD,ARENA ROAD,AMERCIAN DREAM BUS STOP,EAST RUTHERFORD - ARENA ROAD at AMERCIAN DREAM BUS STOP,31271
355,355,Outbound,NEW YORK,PORT AUTHORITY BUS TERMINAL,DEPARTURE GATE,NEW YORK - PORT AUTHORITY BUS TERMINAL at DEPARTURE GATE,26229
356,356,Inbound,EAST RUTHERFORD,ARENA ROAD,AMERCIAN DREAM BUS STOP,EAST RUTHERFORD - ARENA ROAD at AMERCIAN DREAM BUS STOP,31271
356,356,Inbound,SECAUCUS,SECAUCUS JUNCTION BUS PLAZA,PLATFORM 8,SECAUCUS - SECAUCUS JUNCTION BUS PLAZA at PLATFORM 8,32473
356,356,Outbound,SECAUCUS,SECAUCUS JUNCTION BUS PLAZA,PLATFORM 8,SECAUCUS - SECAUCUS JUNCTION BUS PLAZA at PLATFORM 8,32473
361,361,Inbound,IRVINGTON TWP,18TH AVE,VERMONT AVE,IRVINGTON TWP - 18TH AVE at VERMONT AVE,17925
361,361,Inbound,IRVINGTON TWP,18TH AVE,COLUMBIA AVE,IRVINGTON TWP - 18TH AVE at COLUMBIA AVE,17926
361,361,Inbound,IRVINGTON TWP,18TH AVE,MYRTLE AVE,IRVINGTON TWP - 18TH AVE at MYRTLE AVE,17927
361,361,Inbound,IRVINGTON TWP,18TH AVE,EASTERN PKWY,IRVINGTON TWP - 18TH AVE at EASTERN PKWY,17928
361,361,Inbound,IRVINGTON TWP,18TH AVE,GROVE ST,IRVINGTON TWP - 18TH AVE at GROVE ST,17929
361,361,Inbound,IRVINGTON TWP,18TH AVE,22ND ST,IRVINGTON TWP - 18TH AVE at 22ND ST,17930
361,361,Outbound,IRVINGTON TWP,18TH AVE,22ND ST,IRVINGTON TWP - 18TH AVE at 22ND ST,17931
361,361,Outbound,IRVINGTON TWP,18TH AVE,GROVE ST,IRVINGTON TWP - 18TH AVE at GROVE ST,17932
361,361,Outbound,IRVINGTON TWP,18TH AVE,EASTERN PKWY,IRVINGTON TWP - 18TH AVE at EASTERN PKWY,17933
361,361,Outbound,IRVINGTON TWP,18TH AVE,MYRTLE AVE,IRVINGTON TWP - 18TH AVE at MYRTLE AVE,17934
361,361,Outbound,IRVINGTON TWP,18TH AVE,COLUMBIA AVE,IRVINGTON TWP - 18TH AVE at COLUMBIA AVE,17935
361,361,Outbound,IRVINGTON TWP,18TH AVE,VERMONT AVE,IRVINGTON TWP - 18TH AVE at VERMONT AVE,17936
361,361,Inbound,NEWARK,MARKET ST,WASHINGTON ST,NEWARK - MARKET ST at WASHINGTON ST,18729
361,361,Inbound,NEWARK,MARKET ST,BROAD ST,NEWARK - MARKET ST at BROAD ST,18730
361,361,Inbound,NEWARK,MARKET ST,MULBERRY ST,NEWARK - MARKET ST at MULBERRY ST,18731
361,361,Outbound,NEWARK,MARKET ST,MULBERRY ST,NEWARK - MARKET ST at MULBERRY ST,18742
361,361,Outbound,NEWARK,MARKET ST,WASHINGTON ST,NEWARK - MARKET ST at WASHINGTON ST,18745
361,361,Inbound,NEWARK,MT. VERNON PL,NORMAN RD,NEWARK - MT. VERNON PL at NORMAN RD,18777
361,361,Inbound,NEWARK,MT. VERNON PL,KERRIGAN BLVD,NEWARK - MT. VERNON PL at KERRIGAN BLVD,18778
361,361,Inbound,NEWARK,MT. VERNON PL,SANDFORD AVE,NEWARK - MT. VERNON PL at SANDFORD AVE,18779
361,361,Outbound,NEWARK,MT. VERNON PL,KERRIGAN BLVD,NEWARK - MT. VERNON PL at KERRIGAN BLVD,18780
361,361,Outbound,NEWARK,MT. VERNON PL,NORMAN RD,NEWARK - MT. VERNON PL at NORMAN RD,18781
361,361,Outbound,NEWARK,MT. VERNON PL,MIDLAND PL,NEWARK - MT. VERNON PL at MIDLAND PL,18782
361,361,Inbound,NEWARK,SANFORD AVE,IVY ST,NEWARK - SANFORD AVE at IVY ST,18881
361,361,Outbound,NEWARK,SANFORD AVE,VARSITY RD,NEWARK - SANFORD AVE at VARSITY RD,18883
361,361,Outbound,NEWARK,SANFORD AVE,IVY ST,NEWARK - SANFORD AVE at IVY ST,18884
361,361,Outbound,NEWARK,SANFORD AVE,MT VERNON PL,NEWARK - SANFORD AVE at MT VERNON PL,18885
361,361,Inbound,NEWARK,SPRINGFIELD AVE,JACOB ST,NEWARK - SPRINGFIELD AVE at JACOB ST,18991
361,361,Inbound,NEWARK,SPRINGFIELD AVE,FAIRMOUNT AVE,NEWARK - SPRINGFIELD AVE at FAIRMOUNT AVE,18992
361,361,Inbound,NEWARK,SPRINGFIELD AVE,BERGEN ST,NEWARK - SPRINGFIELD AVE at BERGEN ST,18993
361,361,Inbound,NEWARK,SPRINGFIELD AVE,WEST KINNEY ST,NEWARK - SPRINGFIELD AVE at WEST KINNEY ST,18994
361,361,Inbound,NEWARK,SPRINGFIELD AVE,SAYRE ST,NEWARK - SPRINGFIELD AVE at SAYRE ST,18995
361,361,Inbound,NEWARK,SPRINGFIELD AVE,PRINCE ST,NEWARK - SPRINGFIELD AVE at PRINCE ST,18998
361,361,Inbound,NEWARK,SPRINGFIELD AVE,BROOME ST,NEWARK - SPRINGFIELD AVE at BROOME ST,18999
361,361,Inbound,NEWARK,SPRINGFIELD AVE,MARTIN LUTHER KING BLVD,NEWARK - SPRINGFIELD AVE at MARTIN LUTHER KING BLVD,19001
361,361,Inbound,NEWARK,SPRINGFIELD AVE,BRANFORD PL,NEWARK - SPRINGFIELD AVE at BRANFORD PL,19002
361,361,Outbound,NEWARK,SPRINGFIELD AVE,MARTIN LUTHER KING BLVD,NEWARK - SPRINGFIELD AVE at MARTIN LUTHER KING BLVD,19003
361,361,Outbound,NEWARK,SPRINGFIELD AVE,BROOME ST,NEWARK - SPRINGFIELD AVE at BROOME ST,19005
361,361,Outbound,NEWARK,SPRINGFIELD AVE,PRINCE ST,NEWARK - SPRINGFIELD AVE at PRINCE ST,19006
361,361,Outbound,NEWARK,SPRINGFIELD AVE,JONES ST,NEWARK - SPRINGFIELD AVE at JONES ST,19007
361,361,Outbound,NEWARK,SPRINGFIELD AVE,HAYES ST,NEWARK - SPRINGFIELD AVE at HAYES ST,19008
361,361,Outbound,NEWARK,SPRINGFIELD AVE,BEDFORD ST,NEWARK - SPRINGFIELD AVE at BEDFORD ST,19009
361,361,Outbound,NEWARK,SPRINGFIELD AVE,HUNTERDON ST,NEWARK - SPRINGFIELD AVE at HUNTERDON ST,19010
361,361,Outbound,NEWARK,SPRINGFIELD AVE,BERGEN ST,NEWARK - SPRINGFIELD AVE at BERGEN ST,19011
361,361,Outbound,NEWARK,SPRINGFIELD AVE,SOUTH 6TH ST,NEWARK - SPRINGFIELD AVE at SOUTH 6TH ST,19013
361,361,Outbound,NEWARK,SPRINGFIELD AVE,BLUM ST,NEWARK - SPRINGFIELD AVE at BLUM ST,19014
361,361,Inbound,NEWARK,18TH AVE,MEAD ST,NEWARK - 18TH AVE at MEAD ST,19178
361,361,Inbound,NEWARK,18TH AVE,STUYVESANT AVE,NEWARK - 18TH AVE at STUYVESANT AVE,19179
361,361,Inbound,NEWARK,18TH AVE,SUNSET AVE,NEWARK - 18TH AVE at SUNSET AVE,19180
361,361,Inbound,NEWARK,18TH AVE,SOUTH 19TH ST,NEWARK - 18TH AVE at SOUTH 19TH ST,19182
361,361,Inbound,NEWARK,18TH AVE,SOUTH 17TH ST,NEWARK - 18TH AVE at SOUTH 17TH ST,19183
361,361,Inbound,NEWARK,18TH AVE,SOUTH 15TH ST,NEWARK - 18TH AVE at SOUTH 15TH ST,19184
361,361,Inbound,NEWARK,18TH AVE,SOUTH 13TH ST,NEWARK - 18TH AVE at SOUTH 13TH ST,19185
361,361,Outbound,NEWARK,18TH AVE,SOUTH 13TH ST,NEWARK - 18TH AVE at SOUTH 13TH ST,19197
361,361,Outbound,NEWARK,18TH AVE,SOUTH 15TH ST,NEWARK - 18TH AVE at SOUTH 15TH ST,19198
361,361,Outbound,NEWARK,18TH AVE,SOUTH 17TH ST,NEWARK - 18TH AVE at SOUTH 17TH ST,19199
361,361,Outbound,NEWARK,18TH AVE,SOUTH 19TH ST,NEWARK - 18TH AVE at SOUTH 19TH ST,19200
361,361,Outbound,NEWARK,18TH AVE,ALEXANDER ST,NEWARK - 18TH AVE at ALEXANDER ST,19202
361,361,Outbound,NEWARK,18TH AVE,NORWOOD ST,NEWARK - 18TH AVE at NORWOOD ST,19203
361,361,Outbound,NEWARK,18TH AVE,SMITH ST,NEWARK - 18TH AVE at SMITH ST,19204
361,361,Inbound,NEWARK,SPRINGFIELD AVE,LIVINGSTON ST,NEWARK - SPRINGFIELD AVE at LIVINGSTON ST,30108
361,361,Inbound,NEWARK,SANFORD AVE,LENOX ST,NEWARK - SANFORD AVE at LENOX ST,31633
361,361,Inbound,NEWARK,IVY HILL LOOP,MT. VERNON PL,NEWARK - IVY HILL LOOP at MT. VERNON PL,18686
361,361,Inbound,NEWARK,MARKET ST,ALLING ST (240' E ),NEWARK - MARKET ST at ALLING ST (240' E ),18733
361,361,Outbound,NEWARK,MARKET ST. BUS LANE,RAYMOND PLAZA WEST,NEWARK - MARKET ST. BUS LANE at RAYMOND PLAZA WEST,18741
361,361,Outbound,NEWARK,MARKET ST,BROAD ST,NEWARK - MARKET ST at BROAD ST,18743
361,361,Inbound,NEWARK,18TH AVE,WEST END AVE,NEWARK - 18TH AVE at WEST END AVE,19181
361,361,Outbound,NEWARK,18TH AVE,WEST END AVE,NEWARK - 18TH AVE at WEST END AVE,19201
364,364,Outbound,RIDGEWOOD,MORNINGSIDE RD,FAIRMOUNT RD,RIDGEWOOD - MORNINGSIDE RD at FAIRMOUNT RD,13358
364,364,Outbound,RIDGEWOOD,NORTH MONROE ST,WOODLAND AVE,RIDGEWOOD - NORTH MONROE ST at WOODLAND AVE,13361
364,364,Outbound,RIDGEWOOD,NORTH MONROE ST,WEST GLEN AVE,RIDGEWOOD - NORTH MONROE ST at WEST GLEN AVE,13362
364,364,Outbound,RIDGEWOOD,MORNINGSIDE RD,RICHARDS RD,RIDGEWOOD - MORNINGSIDE RD at RICHARDS RD,13378
364,364,Outbound,RIDGEWOOD,NORTH MONROE ST,MONTE VISTA AVE,RIDGEWOOD - NORTH MONROE ST at MONTE VISTA AVE,30448
364,364,Outbound,RIDGEWOOD,NORTH MONROE ST,CARLTON TER,RIDGEWOOD - NORTH MONROE ST at CARLTON TER,30449
364,364,Outbound,RIDGEWOOD,EAST RIDGEWOOD AVE,NORTH VAN DIEN AVE,RIDGEWOOD - EAST RIDGEWOOD AVE at NORTH VAN DIEN AVE,13340
364,364,Outbound,RIDGEWOOD,VAN NESTE SQUARE,DAYTON ST,RIDGEWOOD - VAN NESTE SQUARE at DAYTON ST,13371
364,364,Outbound,RIDGEWOOD,S MONROE ST,WASHINGTON PL,RIDGEWOOD - S MONROE ST at WASHINGTON PL,30390
372,372,Inbound,BELLEVILLE TWP,BLOOMFIELD AVE,BELMONT AVE,BELLEVILLE TWP - BLOOMFIELD AVE at BELMONT AVE,17037
372,372,Inbound,BLOOMFIELD TWP,BLOOMFIELD AVE,AMPERE PKWY,BLOOMFIELD TWP - BLOOMFIELD AVE at AMPERE PKWY,17138
372,372,Inbound,BLOOMFIELD TWP,BLOOMFIELD AVE,GROVE ST,BLOOMFIELD TWP - BLOOMFIELD AVE at GROVE ST,17139
372,372,Inbound,BLOOMFIELD TWP,BLOOMFIELD AVE,WATSESSING AVE,BLOOMFIELD TWP - BLOOMFIELD AVE at WATSESSING AVE,17140
372,372,Inbound,BLOOMFIELD TWP,BLOOMFIELD AVE,BERKELEY PL,BLOOMFIELD TWP - BLOOMFIELD AVE at BERKELEY PL,17141
372,372,Inbound,BLOOMFIELD TWP,BLOOMFIELD AVE,HILL ST,BLOOMFIELD TWP - BLOOMFIELD AVE at HILL ST,17142
372,372,Inbound,BLOOMFIELD TWP,BLOOMFIELD AVE,NEWARK AVE,BLOOMFIELD TWP - BLOOMFIELD AVE at NEWARK AVE,17143
372,372,Inbound,BLOOMFIELD TWP,BLOOMFIELD AVE,MUNICIPAL PLAZA,BLOOMFIELD TWP - BLOOMFIELD AVE at MUNICIPAL PLAZA,17144
375,375,Inbound,IRVINGTON TWP,SPRINGFIELD AVE,PROSPECT AVE,IRVINGTON TWP - SPRINGFIELD AVE at PROSPECT AVE,17861
375,375,Inbound,IRVINGTON TWP,SPRINGFIELD AVE,IRVINGTON TERMINAL,IRVINGTON TWP - SPRINGFIELD AVE at IRVINGTON TERMINAL,17869
375,375,Outbound,IRVINGTON TWP,SPRINGFIELD AVE,MYRTLE AVE,IRVINGTON TWP - SPRINGFIELD AVE at MYRTLE AVE,17880
375,375,Outbound,IRVINGTON TWP,SPRINGFIELD AVE,FREDERICK TERRACE,IRVINGTON TWP - SPRINGFIELD AVE at FREDERICK TERRACE,17888
375,375,Inbound,MAPLEWOOD TWP,MAPLEWOOD LOOP,MILLBURN AVE,MAPLEWOOD TWP - MAPLEWOOD LOOP at MILLBURN AVE,18060
375,375,Inbound,IRVINGTON TWP,SPRINGFIELD AVE,38TH ST,IRVINGTON TWP - SPRINGFIELD AVE at 38TH ST,17862
375,375,Inbound,IRVINGTON TWP,SPRINGFIELD AVE,SANFORD AVE,IRVINGTON TWP - SPRINGFIELD AVE at SANFORD AVE,17863
375,375,Inbound,IRVINGTON TWP,SPRINGFIELD AVE,LYONS AVE,IRVINGTON TWP - SPRINGFIELD AVE at LYONS AVE,17864
375,375,Inbound,IRVINGTON TWP,SPRINGFIELD AVE,STUYVESANT AVE,IRVINGTON TWP - SPRINGFIELD AVE at STUYVESANT AVE,17865
375,375,Inbound,IRVINGTON TWP,SPRINGFIELD AVE,LINCOLN PL,IRVINGTON TWP - SPRINGFIELD AVE at LINCOLN PL,17866
375,375,Inbound,IRVINGTON TWP,SPRINGFIELD AVE,NEW ST,IRVINGTON TWP - SPRINGFIELD AVE at NEW ST,17867
375,375,Inbound,IRVINGTON TWP,SPRINGFIELD AVE,UNION AVE,IRVINGTON TWP - SPRINGFIELD AVE at UNION AVE,17868
